timestamp,open,high,low,close
2025-06-20 14:02:00,15404069.0,15422230.0,15404069.0,15422230.0
2025-06-20 14:03:00,15422230.0,15427566.0,15413500.0,15421200.0
2025-06-20 14:04:00,15421200.0,15430000.0,15421200.0,15427999.0
2025-06-20 14:05:00,15427999.0,15430000.0,15417504.0,15425202.0
2025-06-20 14:06:00,15425202.0,15425202.0,15416660.0,15416876.0
2025-06-20 14:09:00,15404700.0,15416600.0,15400863.0,15416600.0
2025-06-20 14:10:00,15411199.0,15411199.0,15382172.0,15382172.0
2025-06-20 14:11:00,15394700.0,15401621.0,15380001.0,15382458.0
2025-06-20 14:12:00,15382458.0,15403300.0,15382458.0,15400000.0
2025-06-20 14:13:00,15400000.0,15400994.0,15396100.0,15396100.0
2025-06-20 14:14:00,15396100.0,15396538.0,15392013.0,15392032.0
2025-06-20 14:15:00,15392032.0,15404000.0,15392032.0,15404000.0
2025-06-20 14:16:00,15404000.0,15404000.0,15392033.0,15392033.0
2025-06-20 14:17:00,15393101.0,15393485.0,15384700.0,15385344.0
2025-06-20 14:18:00,15385344.0,15389114.0,15384905.0,15389114.0
2025-06-20 14:19:00,15389114.0,15418500.0,15389114.0,15418292.0
2025-06-20 14:20:00,15418292.0,15425139.0,15409901.0,15425139.0
2025-06-20 14:21:00,15425139.0,15425299.0,15414301.0,15416000.0
2025-06-20 14:22:00,15416000.0,15417876.0,15412200.0,15417876.0
2025-06-20 14:23:00,15417876.0,15417876.0,15380097.0,15381000.0
2025-06-20 14:24:00,15378041.0,15378041.0,15354000.0,15361187.0
2025-06-20 14:25:00,15354000.0,15359802.0,15343516.0,15359802.0
2025-06-20 14:26:00,15359802.0,15359802.0,15348147.0,15348147.0
2025-06-20 14:27:00,15348147.0,15368687.0,15343412.0,15362735.0
2025-06-20 14:28:00,15362735.0,15376761.0,15362735.0,15365099.0
2025-06-20 14:29:00,15380000.0,15380000.0,15365195.0,15371935.0
2025-06-20 14:30:00,15371935.0,15374861.0,15364895.0,15364895.0
2025-06-20 14:31:00,15364895.0,15365199.0,15357300.0,15357300.0
2025-06-20 14:32:00,15357300.0,15367016.0,15352317.0,15352317.0
2025-06-20 14:33:00,15352317.0,15357550.0,15349849.0,15352801.0
2025-06-20 14:34:00,15352801.0,15352801.0,15345660.0,15345660.0
2025-06-20 14:35:00,15342204.0,15347300.0,15340000.0,15347300.0
2025-06-20 14:36:00,15347300.0,15347300.0,15346698.0,15346698.0
2025-06-20 14:37:00,15346698.0,15370387.0,15346698.0,15370387.0
2025-06-20 14:38:00,15370387.0,15393042.0,15370387.0,15393042.0
2025-06-20 14:39:00,15393042.0,15393042.0,15389897.0,15389897.0
2025-06-20 14:40:00,15389897.0,15389897.0,15353300.0,15353300.0
2025-06-20 14:41:00,15362000.0,15362000.0,15344001.0,15344001.0
2025-06-20 14:42:00,15346995.0,15346995.0,15300001.0,15300001.0
2025-06-20 14:43:00,15300001.0,15327172.0,15300001.0,15326151.0
2025-06-20 14:44:00,15326151.0,15326151.0,15300000.0,15307223.0
2025-06-20 14:45:00,15300000.0,15309523.0,15300000.0,15300000.0
2025-06-20 14:46:00,15300000.0,15311073.0,15300000.0,15311073.0
2025-06-20 14:47:00,15311073.0,15312402.0,15307276.0,15307276.0
2025-06-20 14:48:00,15307276.0,15307276.0,15301716.0,15305718.0
2025-06-20 14:49:00,15305718.0,15305718.0,15280001.0,15280008.0
2025-06-20 14:50:00,15280008.0,15280008.0,15250000.0,15250000.0
2025-06-20 14:51:00,15246000.0,15246000.0,15228600.0,15230004.0
2025-06-20 14:52:00,15230004.0,15240969.0,15227200.0,15228800.0
2025-06-20 14:53:00,15228346.0,15231208.0,15215450.0,15220966.0
2025-06-20 14:54:00,15213700.0,15219895.0,15206900.0,15206900.0
2025-06-20 14:55:00,15206900.0,15207900.0,15180000.0,15207900.0
2025-06-20 14:56:00,15207900.0,15209872.0,15190700.0,15192929.0
2025-06-20 14:57:00,15189860.0,15201391.0,15186818.0,15195006.0
2025-06-20 14:58:00,15195006.0,15211504.0,15191422.0,15191422.0
2025-06-20 14:59:00,15198600.0,15199244.0,15170200.0,15185616.0
2025-06-20 15:00:00,15185616.0,15191944.0,15175000.0,15191944.0
2025-06-20 15:01:00,15183634.0,15195606.0,15180437.0,15188214.0
2025-06-20 15:02:00,15190100.0,15207993.0,15190100.0,15206592.0
2025-06-20 15:03:00,15206803.0,15236749.0,15206803.0,15228646.0
2025-06-20 15:04:00,15215200.0,15220444.0,15203640.0,15208859.0
2025-06-20 15:05:00,15208859.0,15230013.0,15198761.0,15218900.0
2025-06-20 15:06:00,15218900.0,15231200.0,15218900.0,15231200.0
2025-06-20 15:07:00,15231200.0,15240388.0,15219200.0,15231000.0
2025-06-20 15:08:00,15222946.0,15225801.0,15217333.0,15217641.0
2025-06-20 15:09:00,15217708.0,15235780.0,15217708.0,15221061.0
2025-06-20 15:10:00,15221061.0,15245000.0,15221061.0,15241735.0
2025-06-20 15:11:00,15240398.0,15250991.0,15225000.0,15230402.0
2025-06-20 15:12:00,15230402.0,15239983.0,15226500.0,15231688.0
2025-06-20 15:13:00,15236065.0,15236065.0,15229272.0,15229272.0
2025-06-20 15:14:00,15229272.0,15233700.0,15225000.0,15229298.0
2025-06-20 15:15:00,15230400.0,15234000.0,15220700.0,15234000.0
2025-06-20 15:16:00,15234705.0,15235002.0,15220000.0,15220000.0
2025-06-20 15:17:00,15217031.0,15234164.0,15217031.0,15233739.0
2025-06-20 15:18:00,15233739.0,15233739.0,15230200.0,15230200.0
2025-06-20 15:19:00,15230200.0,15232220.0,15228748.0,15230776.0
2025-06-20 15:20:00,15230776.0,15233615.0,15228162.0,15233174.0
2025-06-20 15:21:00,15240705.0,15240705.0,15234603.0,15238662.0
2025-06-20 15:22:00,15238662.0,15238662.0,15222900.0,15222900.0
2025-06-20 15:23:00,15222900.0,15230805.0,15222900.0,15230805.0
2025-06-20 15:24:00,15230805.0,15239000.0,15230805.0,15237013.0
2025-06-20 15:25:00,15237013.0,15237013.0,15221402.0,15234647.0
2025-06-20 15:26:00,15234647.0,15234647.0,15224955.0,15234198.0
2025-06-20 15:27:00,15234198.0,15238998.0,15234198.0,15235907.0
2025-06-20 15:28:00,15236274.0,15242100.0,15236274.0,15241983.0
2025-06-20 15:29:00,15241983.0,15245800.0,15226015.0,15227915.0
2025-06-20 15:30:00,15232238.0,15239687.0,15231687.0,15232411.0
2025-06-20 15:31:00,15232411.0,15234247.0,15226412.0,15232010.0
2025-06-20 15:32:00,15239290.0,15239290.0,15223600.0,15234304.0
2025-06-20 15:33:00,15233900.0,15233903.0,15216301.0,15216301.0
2025-06-20 15:34:00,15216362.0,15223701.0,15216362.0,15223701.0
2025-06-20 15:35:00,15228267.0,15228267.0,15201170.0,15206139.0
2025-06-20 15:36:00,15206139.0,15229714.0,15206139.0,15225249.0
2025-06-20 15:37:00,15225249.0,15250991.0,15225249.0,15250991.0
2025-06-20 15:38:00,15250991.0,15262129.0,15250991.0,15254990.0
2025-06-20 15:39:00,15254990.0,15261126.0,15254990.0,15256000.0
2025-06-20 15:40:00,15250002.0,15257185.0,15244709.0,15244709.0
2025-06-20 15:41:00,15244709.0,15257095.0,15244709.0,15257095.0
2025-06-20 15:42:00,15257095.0,15265594.0,15257095.0,15265594.0
2025-06-20 15:43:00,15265594.0,15272967.0,15265594.0,15266300.0
2025-06-20 15:44:00,15266300.0,15290385.0,15266300.0,15288000.0
2025-06-20 15:45:00,15288000.0,15288000.0,15266814.0,15266818.0
2025-06-20 15:46:00,15266818.0,15273159.0,15260701.0,15260817.0
2025-06-20 15:47:00,15260817.0,15263835.0,15260817.0,15263503.0
2025-06-20 15:48:00,15269891.0,15269891.0,15256100.0,15258601.0
2025-06-20 15:49:00,15258802.0,15265479.0,15258802.0,15265101.0
2025-06-20 15:50:00,15265101.0,15265274.0,15257371.0,15262274.0
2025-06-20 15:51:00,15262274.0,15262274.0,15248408.0,15248408.0
2025-06-20 15:52:00,15248408.0,15248408.0,15246798.0,15248408.0
2025-06-20 15:53:00,15248408.0,15250000.0,15240000.0,15240000.0
2025-06-20 15:54:00,15240000.0,15246700.0,15220841.0,15222301.0
2025-06-20 15:55:00,15222301.0,15228303.0,15222301.0,15227829.0
2025-06-20 15:56:00,15227829.0,15245704.0,15227194.0,15245704.0
2025-06-20 15:57:00,15250799.0,15250799.0,15241010.0,15244497.0
2025-06-20 15:58:00,15239599.0,15245074.0,15239106.0,15239106.0
2025-06-20 15:59:00,15239106.0,15239106.0,15230808.0,15231219.0
2025-06-20 16:00:00,15231219.0,15237200.0,15231219.0,15235800.0
2025-06-20 16:01:00,15235800.0,15237300.0,15228700.0,15228700.0
2025-06-20 16:02:00,15228700.0,15238481.0,15228012.0,15228012.0
